instance_x,write_anomaly_count,write_anomaly_ratio,write_ops_count,write_ops_ratio,total_packets,unique_write_targets_count,Network_Anomaly_Score,Network_Predicted_Label,timestamp,node_ids_written,source_ports,message_sizes,explanation,anomaly_score,timestamp_bst,network_alarm_flag,Network_Label_3Class,GroundTruth_NetworkLabel,Predicted_NetworkLabel,instance_y,Minute,Process_Predicted_Label,Prob_Class_0,Prob_Class_1,Prob_Class_2,Prob_Class_3,Prob_Class_4,Label_Description,alarm_count,high_priority_count,sources,float_mean,float_max,float_min,process_score,Process_Label_3Class,GroundTruth_ProcessLabel,Predicted_ProcessLabel,final_fused_label,decision_reason,final_binary_label
1,0,0.0,5940,0.7543815087630176,7874,,0.0125305204119434,0,,,,,,,2025-05-09 14:35:00+01:00,0,Network - Normal,0,0,,,,,,,,,,,,,,,,,,,,0.0,Case 1 (Only Network Data Available): Likely Normal,0
2,0,0.0,5780,0.753978606835377,7666,,0.0125305204119434,0,,,,,,,2025-05-09 14:36:00+01:00,0,Network - Normal,0,0,,,,,,,,,,,,,,,,,,,,0.0,Case 1 (Only Network Data Available): Likely Normal,0
3,0,0.0,5950,0.7544059845315075,7887,,0.0125305204119434,0,,,,,,,2025-05-09 14:37:00+01:00,0,Network - Normal,0,0,,,,,,,,,,,,,,,,,,,,0.0,Case 1 (Only Network Data Available): Likely Normal,0
4,0,0.0,5960,0.751008064516129,7936,,-0.0877435840386102,1,2025-05-09 13:38:00,-,"53373, 53218","253, 100, 204, 189, 1584",Unusual OPC UA write pattern detected,-0.0877435840386102,2025-05-09 14:38:00+01:00,0,Network - Anomaly,0,1,,,,,,,,,,,,,,,,,,,,0.0,Case 1 (Only Network Data Available): Likely Anomaly,1
5,0,0.0,5960,0.743142144638404,8020,,-0.139127898705633,1,2025-05-09 13:39:00,-,"53373, 53218","253, 100, 204, 189, 255",Unusual OPC UA write pattern detected,-0.139127898705633,2025-05-09 14:39:00+01:00,0,Network - Anomaly,0,1,0.0,2025-05-09 14:39:00+01:00,0.0,1.0,0.0,0.0,0.0,0.0,Label 0: Normal_NoIntervention,0.0,0.0,,,,,0.0,Process - Normal,0.0,0.0,0.0,Case 3 (Predictions Conflicts): Normal - Process Predictions Override,0
6,0,0.0,5960,0.7493085240130751,7954,,-0.139127898705633,1,2025-05-09 13:40:00,-,"53373, 53218","253, 100, 204, 189, 1558",Unusual OPC UA write pattern detected,-0.139127898705633,2025-05-09 14:40:00+01:00,0,Network - Anomaly,0,1,1.0,2025-05-09 14:40:00+01:00,0.0,1.0,0.0,0.0,0.0,0.0,Label 0: Normal_NoIntervention,0.0,0.0,,,,,0.0,Process - Normal,0.0,0.0,0.0,Case 3 (Predictions Conflicts): Normal - Process Predictions Override,0
7,0,0.0,5970,0.7544546948060155,7913,,0.0125305204119434,0,,,,,,,2025-05-09 14:41:00+01:00,0,Network - Normal,0,0,2.0,2025-05-09 14:41:00+01:00,0.0,0.9993000000000001,0.0,0.0006,0.0,0.0,Label 0: Normal_NoIntervention,0.0,0.0,,,,,0.0006,Process - Normal,0.0,0.0,0.0,Case 3 (Predictions Aligned): Normal - No Conflicting Result,0
8,0,0.0,5970,0.7544546948060155,7913,,0.0125305204119434,0,,,,,,,2025-05-09 14:42:00+01:00,0,Network - Normal,0,0,3.0,2025-05-09 14:42:00+01:00,0.0,1.0,0.0,0.0,0.0,0.0,Label 0: Normal_NoIntervention,0.0,0.0,,,,,0.0,Process - Normal,0.0,0.0,0.0,Case 3 (Predictions Aligned): Normal - No Conflicting Result,0
9,0,0.0,5970,0.7542640555906507,7915,,0.0125305204119434,0,,,,,,,2025-05-09 14:43:00+01:00,0,Network - Normal,0,0,4.0,2025-05-09 14:43:00+01:00,0.0,0.9998,0.0,0.0001,0.0,0.0,Label 0: Normal_NoIntervention,0.0,0.0,,,,,0.0001,Process - Normal,0.0,0.0,0.0,Case 3 (Predictions Aligned): Normal - No Conflicting Result,0
10,0,0.0,5970,0.7544546948060155,7913,,0.0125305204119434,0,,,,,,,2025-05-09 14:44:00+01:00,0,Network - Normal,0,0,5.0,2025-05-09 14:44:00+01:00,0.0,1.0,0.0,0.0,0.0,0.0,Label 0: Normal_NoIntervention,0.0,0.0,,,,,0.0,Process - Normal,0.0,0.0,0.0,Case 3 (Predictions Aligned): Normal - No Conflicting Result,0
11,0,0.0,5970,0.7544546948060155,7913,,0.0125305204119434,0,,,,,,,2025-05-09 14:45:00+01:00,0,Network - Normal,0,0,6.0,2025-05-09 14:45:00+01:00,0.0,0.9992,0.0001,0.0003,0.0001,0.0004,Label 0: Normal_NoIntervention,0.0,0.0,,,,,0.0004,Process - Normal,0.0,0.0,0.0,Case 3 (Predictions Aligned): Normal - No Conflicting Result,0
12,0,0.0,5970,0.7544546948060155,7913,,0.0125305204119434,0,,,,,,,2025-05-09 14:46:00+01:00,0,Network - Normal,0,0,7.0,2025-05-09 14:46:00+01:00,0.0,0.9976,0.0001,0.0016,0.0001,0.0007000000000000001,Label 0: Normal_NoIntervention,0.0,0.0,,,,,0.0016,Process - Normal,0.0,0.0,0.0,Case 3 (Predictions Aligned): Normal - No Conflicting Result,0
13,0,0.0,5970,0.7542640555906507,7915,,0.0125305204119434,0,,,,,,,2025-05-09 14:47:00+01:00,0,Network - Normal,0,0,8.0,2025-05-09 14:47:00+01:00,0.0,1.0,0.0,0.0,0.0,0.0,Label 0: Normal_NoIntervention,0.0,0.0,,,,,0.0,Process - Normal,0.0,0.0,0.0,Case 3 (Predictions Aligned): Normal - No Conflicting Result,0
14,0,0.0,5970,0.7544546948060155,7913,,0.0125305204119434,0,,,,,,,2025-05-09 14:48:00+01:00,0,Network - Normal,0,0,9.0,2025-05-09 14:48:00+01:00,0.0,0.9969,0.0001,0.0019,0.0001,0.001,Label 0: Normal_NoIntervention,0.0,0.0,,,,,0.0019,Process - Normal,0.0,0.0,0.0,Case 3 (Predictions Aligned): Normal - No Conflicting Result,0
15,0,0.0,5970,0.7544546948060155,7913,,0.0125305204119434,0,,,,,,,2025-05-09 14:49:00+01:00,0,Network - Normal,0,0,10.0,2025-05-09 14:49:00+01:00,0.0,1.0,0.0,0.0,0.0,0.0,Label 0: Normal_NoIntervention,0.0,0.0,,,,,0.0,Process - Normal,0.0,0.0,0.0,Case 3 (Predictions Aligned): Normal - No Conflicting Result,0
16,0,0.0,5970,0.7542640555906507,7915,,0.0125305204119434,0,,,,,,,2025-05-09 14:50:00+01:00,0,Network - Normal,0,0,11.0,2025-05-09 14:50:00+01:00,0.0,0.9997,0.0,0.0,0.0,0.0002,Label 0: Normal_NoIntervention,0.0,0.0,,,,,0.0002,Process - Normal,0.0,0.0,0.0,Case 3 (Predictions Aligned): Normal - No Conflicting Result,0
17,0,0.0,5970,0.7544546948060155,7913,,0.0125305204119434,0,,,,,,,2025-05-09 14:51:00+01:00,0,Network - Normal,0,0,12.0,2025-05-09 14:51:00+01:00,0.0,0.9984999999999999,0.0001,0.0002,0.0,0.0012,Label 0: Normal_NoIntervention,0.0,0.0,,,,,0.0012,Process - Normal,0.0,0.0,0.0,Case 3 (Predictions Aligned): Normal - No Conflicting Result,0
18,0,0.0,5970,0.7544546948060155,7913,,0.0125305204119434,0,,,,,,,2025-05-09 14:52:00+01:00,0,Network - Normal,0,0,13.0,2025-05-09 14:52:00+01:00,0.0,0.9998999999999999,0.0,0.0,0.0,0.0,Label 0: Normal_NoIntervention,0.0,0.0,,,,,0.0,Process - Normal,0.0,0.0,0.0,Case 3 (Predictions Aligned): Normal - No Conflicting Result,0
19,0,0.0,5970,0.7544546948060155,7913,,0.0125305204119434,0,,,,,,,2025-05-09 14:53:00+01:00,0,Network - Normal,0,0,14.0,2025-05-09 14:53:00+01:00,0.0,0.9995999999999999,0.0,0.0003,0.0,0.0001,Label 0: Normal_NoIntervention,0.0,0.0,,,,,0.0003,Process - Normal,0.0,0.0,0.0,Case 3 (Predictions Aligned): Normal - No Conflicting Result,0
20,0,0.0,5970,0.7544546948060155,7913,,0.0125305204119434,0,,,,,,,2025-05-09 14:54:00+01:00,0,Network - Normal,0,0,15.0,2025-05-09 14:54:00+01:00,0.0,1.0,0.0,0.0,0.0,0.0,Label 0: Normal_NoIntervention,0.0,0.0,,,,,0.0,Process - Normal,0.0,0.0,0.0,Case 3 (Predictions Aligned): Normal - No Conflicting Result,0
21,0,0.0,5970,0.7510378663982891,7949,,-0.0840022809974812,1,2025-05-09 13:55:00,-,"53373, 53218","253, 100, 204, 189, 1584",Unusual OPC UA write pattern detected,-0.0840022809974812,2025-05-09 14:55:00+01:00,0,Network - Anomaly,0,1,16.0,2025-05-09 14:55:00+01:00,0.0,0.9998,0.0,0.0001,0.0,0.0001,Label 0: Normal_NoIntervention,0.0,0.0,,,,,0.0001,Process - Normal,0.0,0.0,0.0,Case 3 (Predictions Conflicts): Normal - Process Predictions Override,0
22,0,0.0,5950,0.7432854465958776,8005,,-0.139127898705633,1,2025-05-09 13:56:00,-,"53373, 53218","253, 100, 204, 189, 1558",Unusual OPC UA write pattern detected,-0.139127898705633,2025-05-09 14:56:00+01:00,0,Network - Anomaly,0,1,17.0,2025-05-09 14:56:00+01:00,0.0,0.9994,0.0,0.0,0.0,0.0005,Label 0: Normal_NoIntervention,0.0,0.0,,,,,0.0005,Process - Normal,0.0,0.0,0.0,Case 3 (Predictions Conflicts): Normal - Process Predictions Override,0
23,0,0.0,5940,0.7530425963488844,7888,,-0.0083392224642659,1,2025-05-09 13:57:00,-,"53373, 53218","253, 100, 204, 189, 1558",Unusual OPC UA write pattern detected,-0.0083392224642659,2025-05-09 14:57:00+01:00,0,Network - Marginal,0,1,18.0,2025-05-09 14:57:00+01:00,0.0,0.9992,0.0001,0.0004,0.0001,0.0002,Label 0: Normal_NoIntervention,0.0,0.0,,,,,0.0004,Process - Normal,0.0,0.0,0.0,"Case 3 (Marginal Network Score): Normal - Network Marginal, Trusted Process",0
24,0,0.0,5940,0.7543815087630176,7874,,0.0125305204119434,0,,,,,,,2025-05-09 14:58:00+01:00,0,Network - Normal,0,0,19.0,2025-05-09 14:58:00+01:00,0.0,0.9998,0.0,0.0001,0.0,0.0001,Label 0: Normal_NoIntervention,0.0,0.0,,,,,0.0001,Process - Normal,0.0,0.0,0.0,Case 3 (Predictions Aligned): Normal - No Conflicting Result,0
25,0,0.0,5960,0.7544303797468355,7900,,0.0125305204119434,0,,,,,,,2025-05-09 14:59:00+01:00,0,Network - Normal,0,0,20.0,2025-05-09 14:59:00+01:00,0.0,1.0,0.0,0.0,0.0,0.0,Label 0: Normal_NoIntervention,0.0,0.0,,,,,0.0,Process - Normal,0.0,0.0,0.0,Case 3 (Predictions Aligned): Normal - No Conflicting Result,0
26,0,0.0,5960,0.7542394330549228,7902,,0.0125305204119434,0,,,,,,,2025-05-09 15:00:00+01:00,0,Network - Normal,0,0,21.0,2025-05-09 15:00:00+01:00,0.0,0.9998,0.0,0.0002,0.0,0.0,Label 0: Normal_NoIntervention,0.0,0.0,,,,,0.0002,Process - Normal,0.0,0.0,0.0,Case 3 (Predictions Aligned): Normal - No Conflicting Result,0
27,0,0.0,5960,0.7544303797468355,7900,,0.0125305204119434,0,,,,,,,2025-05-09 15:01:00+01:00,0,Network - Normal,0,0,22.0,2025-05-09 15:01:00+01:00,0.0,1.0,0.0,0.0,0.0,0.0,Label 0: Normal_NoIntervention,0.0,0.0,,,,,0.0,Process - Normal,0.0,0.0,0.0,Case 3 (Predictions Aligned): Normal - No Conflicting Result,0
28,0,0.0,5970,0.7542640555906507,7915,,0.0125305204119434,0,,,,,,,2025-05-09 15:02:00+01:00,0,Network - Normal,0,0,23.0,2025-05-09 15:02:00+01:00,0.0,0.9995999999999999,0.0,0.0003,0.0,0.0,Label 0: Normal_NoIntervention,0.0,0.0,,,,,0.0003,Process - Normal,0.0,0.0,0.0,Case 3 (Predictions Aligned): Normal - No Conflicting Result,0
29,0,0.0,5970,0.7546454304133485,7911,,0.0125305204119434,0,,,,,,,2025-05-09 15:03:00+01:00,0,Network - Normal,0,0,24.0,2025-05-09 15:03:00+01:00,0.0,1.0,0.0,0.0,0.0,0.0,Label 0: Normal_NoIntervention,0.0,0.0,,,,,0.0,Process - Normal,0.0,0.0,0.0,Case 3 (Predictions Aligned): Normal - No Conflicting Result,0
30,0,0.0,5610,0.7531212243254128,7449,,-0.0004194354268537,1,2025-05-09 14:04:00,-,"53373, 53218","253, 100, 204, 189, 96",Unusual OPC UA write pattern detected,-0.0004194354268537,2025-05-09 15:04:00+01:00,0,Network - Marginal,0,1,,,,,,,,,,,,,,,,,,,,0.0,Case 1 (Only Network Data Available): Likely Anomaly,1
31,0,0.0,1900,0.7235338918507236,2626,,-0.139127898705633,1,2025-05-09 14:05:00,-,"53373, 53218","96, 74, 1582, 66, 414",Unusual OPC UA write pattern detected,-0.139127898705633,2025-05-09 15:05:00+01:00,0,Network - Anomaly,0,1,,,,,,,,,,,,,,,,,,,,0.0,Case 1 (Only Network Data Available): Likely Anomaly,1
32,0,0.0,5960,0.7544303797468355,7900,,0.0125305204119434,0,,,,,,,2025-05-09 15:06:00+01:00,0,Network - Normal,0,0,,,,,,,,,,,,,,,,,,,,0.0,Case 1 (Only Network Data Available): Likely Normal,0
33,0,0.0,5950,0.7542147293700089,7889,,0.0125305204119434,0,,,,,,,2025-05-09 15:07:00+01:00,0,Network - Normal,0,0,,,,,,,,,,,,,,,,,,,,0.0,Case 1 (Only Network Data Available): Likely Normal,0
34,0,0.0,5570,0.7536192666756867,7391,,0.0315869974527709,0,,,,,,,2025-05-09 15:08:00+01:00,0,Network - Normal,0,0,,,,,,,,,,,,,,,,,,,,0.0,Case 1 (Only Network Data Available): Likely Normal,0
35,0,0.0,5540,0.7533315202610824,7354,,0.0242383117601973,0,,,,,,,2025-05-09 15:09:00+01:00,0,Network - Normal,0,0,,,,,,,,,,,,,,,,,,,,0.0,Case 1 (Only Network Data Available): Likely Normal,0
36,0,0.0,5540,0.7531266992930941,7356,,-0.0004194354268537,1,2025-05-09 14:10:00,-,"53373, 53218","253, 100, 204, 189, 1682",Unusual OPC UA write pattern detected,-0.0004194354268537,2025-05-09 15:10:00+01:00,0,Network - Marginal,0,1,,,,,,,,,,,,,,,,,,,,0.0,Case 1 (Only Network Data Available): Likely Anomaly,1
37,0,0.0,5560,0.7533875338753387,7380,,0.0285117267122874,0,,,,,,,2025-05-09 15:11:00+01:00,0,Network - Normal,0,0,,,,,,,,,,,,,,,,,,,,0.0,Case 1 (Only Network Data Available): Likely Normal,0
38,0,0.0,5550,0.7498986623429267,7401,,-0.1173740123297755,1,2025-05-09 14:12:00,-,"53373, 53218","253, 100, 204, 189, 1584",Unusual OPC UA write pattern detected,-0.1173740123297755,2025-05-09 15:12:00+01:00,0,Network - Anomaly,0,1,,,,,,,,,,,,,,,,,,,,0.0,Case 1 (Only Network Data Available): Likely Anomaly,1
39,0,0.0,5550,0.7414829659318637,7485,,-0.139127898705633,1,2025-05-09 14:13:00,-,"53218, 53373","136, 74, 253, 100, 204",Unusual OPC UA write pattern detected,-0.139127898705633,2025-05-09 15:13:00+01:00,0,Network - Anomaly,0,1,,,,,,,,,,,,,,,,,,,,0.0,Case 1 (Only Network Data Available): Likely Anomaly,1
40,0,0.0,5560,0.7531834191276077,7382,,0.0045890221456091,0,,,,,,,2025-05-09 15:14:00+01:00,0,Network - Marginal,0,0,,,,,,,,,,,,,,,,,,,,0.0,Case 1 (Only Network Data Available): Likely Normal,0
41,0,0.0,5880,0.7544264819091608,7794,,0.0125305204119434,0,,,,,,,2025-05-09 15:15:00+01:00,0,Network - Normal,0,0,,,,,,,,,,,,,,,,,,,,0.0,Case 1 (Only Network Data Available): Likely Normal,0
42,0,0.0,5910,0.7544038805208068,7834,,0.0125305204119434,0,,,,,,,2025-05-09 15:16:00+01:00,0,Network - Normal,0,0,,,,,,,,,,,,,,,,,,,,0.0,Case 1 (Only Network Data Available): Likely Normal,0
43,0,0.0,5940,0.7539027795405508,7879,,0.0125305204119434,0,,,,,,,2025-05-09 15:17:00+01:00,0,Network - Normal,0,0,,,,,,,,,,,,,,,,,,,,0.0,Case 1 (Only Network Data Available): Likely Normal,0
44,0,0.0,5960,0.7544303797468355,7900,,0.0125305204119434,0,,,,,,,2025-05-09 15:18:00+01:00,0,Network - Normal,0,0,,,,,,,,,,,,,,,,,,,,0.0,Case 1 (Only Network Data Available): Likely Normal,0
45,0,0.0,5960,0.7544303797468355,7900,,0.0125305204119434,0,,,,,,,2025-05-09 15:19:00+01:00,0,Network - Normal,0,0,25.0,2025-05-09 15:19:00+01:00,0.0,0.9998999999999999,0.0,0.0,0.0,0.0,Label 0: Normal_NoIntervention,0.0,0.0,,,,,0.0,Process - Normal,0.0,0.0,0.0,Case 3 (Predictions Aligned): Normal - No Conflicting Result,0
46,0,0.0,5950,0.7542147293700089,7889,,0.0125305204119434,0,,,,,,,2025-05-09 15:20:00+01:00,0,Network - Normal,0,0,26.0,2025-05-09 15:20:00+01:00,0.0,1.0,0.0,0.0,0.0,0.0,Label 0: Normal_NoIntervention,0.0,0.0,,,,,0.0,Process - Normal,0.0,0.0,0.0,Case 3 (Predictions Aligned): Normal - No Conflicting Result,0
47,0,0.0,5960,0.7544303797468355,7900,,0.0125305204119434,0,,,,,,,2025-05-09 15:21:00+01:00,0,Network - Normal,0,0,27.0,2025-05-09 15:21:00+01:00,0.0,0.9973000000000001,0.0001,0.0023,0.0001,0.0002,Label 0: Normal_NoIntervention,0.0,0.0,,,,,0.0023,Process - Normal,0.0,0.0,0.0,Case 3 (Predictions Aligned): Normal - No Conflicting Result,0
48,0,0.0,5530,0.7533033646642147,7341,,0.0159208950399944,0,,,,,,,2025-05-09 15:22:00+01:00,0,Network - Normal,0,0,28.0,2025-05-09 15:22:00+01:00,0.0,1.0,0.0,0.0,0.0,0.0,Label 0: Normal_NoIntervention,0.0,0.0,,,,,0.0,Process - Normal,0.0,0.0,0.0,Case 3 (Predictions Aligned): Normal - No Conflicting Result,0
49,0,0.0,5550,0.7533595764897516,7367,,0.0268151670617542,0,,,,,,,2025-05-09 15:23:00+01:00,0,Network - Normal,0,0,29.0,2025-05-09 15:23:00+01:00,0.0,1.0,0.0,0.0,0.0,0.0,Label 0: Normal_NoIntervention,0.0,0.0,,,,,0.0,Process - Normal,0.0,0.0,0.0,Case 3 (Predictions Aligned): Normal - No Conflicting Result,0
50,0,0.0,5550,0.7533595764897516,7367,,0.0268151670617542,0,,,,,,,2025-05-09 15:24:00+01:00,0,Network - Normal,0,0,30.0,2025-05-09 15:24:00+01:00,0.0,0.9998999999999999,0.0,0.0,0.0,0.0,Label 0: Normal_NoIntervention,0.0,0.0,,,,,0.0,Process - Normal,0.0,0.0,0.0,Case 3 (Predictions Aligned): Normal - No Conflicting Result,0
51,0,0.0,5550,0.7531551092414167,7369,,0.0016432787084306,0,,,,,,,2025-05-09 15:25:00+01:00,0,Network - Marginal,0,0,31.0,2025-05-09 15:25:00+01:00,0.0,0.9806,0.0006,0.017,0.0012,0.0007000000000000001,Label 0: Normal_NoIntervention,0.0,0.0,,,,,0.017,Process - Normal,0.0,0.0,0.0,Case 3 (Predictions Aligned): Normal - No Conflicting Result,0
52,0,0.0,5550,0.7533595764897516,7367,,0.0268151670617542,0,,,,,,,2025-05-09 15:26:00+01:00,0,Network - Normal,0,0,32.0,2025-05-09 15:26:00+01:00,0.0,0.9998,0.0,0.0001,0.0,0.0,Label 0: Normal_NoIntervention,0.0,0.0,,,,,0.0001,Process - Normal,0.0,0.0,0.0,Case 3 (Predictions Aligned): Normal - No Conflicting Result,0
53,0,0.0,5550,0.7531551092414167,7369,,0.0016432787084306,0,,,,,,,2025-05-09 15:27:00+01:00,0,Network - Marginal,0,0,33.0,2025-05-09 15:27:00+01:00,0.0,1.0,0.0,0.0,0.0,0.0,Label 0: Normal_NoIntervention,0.0,0.0,,,,,0.0,Process - Normal,0.0,0.0,0.0,Case 3 (Predictions Aligned): Normal - No Conflicting Result,0
54,0,0.0,5540,0.7529219896711062,7358,,-0.0179868894015028,1,2025-05-09 14:28:00,-,"53373, 53218","253, 100, 204, 189, 1584",Unusual OPC UA write pattern detected,-0.0179868894015028,2025-05-09 15:28:00+01:00,0,Network - Anomaly,0,1,34.0,2025-05-09 15:28:00+01:00,0.0,0.9998999999999999,0.0,0.0,0.0,0.0,Label 0: Normal_NoIntervention,0.0,0.0,,,,,0.0,Process - Normal,0.0,0.0,0.0,Case 3 (Predictions Conflicts): Normal - Process Predictions Override,0
55,0,0.0,5530,0.7411875083768932,7461,,-0.139127898705633,1,2025-05-09 14:29:00,-,"53373, 53218","253, 100, 1558, 204, 74",Unusual OPC UA write pattern detected,-0.139127898705633,2025-05-09 15:29:00+01:00,0,Network - Anomaly,0,1,35.0,2025-05-09 15:29:00+01:00,0.0,1.0,0.0,0.0,0.0,0.0,Label 0: Normal_NoIntervention,0.0,0.0,,,,,0.0,Process - Normal,0.0,0.0,0.0,Case 3 (Predictions Conflicts): Normal - Process Predictions Override,0
56,0,0.0,5540,0.7529219896711062,7358,,-0.0179868894015028,1,2025-05-09 14:30:00,-,"53373, 53218","253, 100, 204, 189, 160",Unusual OPC UA write pattern detected,-0.0179868894015028,2025-05-09 15:30:00+01:00,0,Network - Anomaly,0,1,36.0,2025-05-09 15:30:00+01:00,0.0,0.9976,0.0001,0.0021,0.0001,0.0001,Label 0: Normal_NoIntervention,0.0,0.0,,,,,0.0021,Process - Normal,0.0,0.0,0.0,Case 3 (Predictions Conflicts): Normal - Process Predictions Override,0
57,0,0.0,5530,0.7533033646642147,7341,,0.0159208950399944,0,,,,,,,2025-05-09 15:31:00+01:00,0,Network - Normal,0,0,37.0,2025-05-09 15:31:00+01:00,0.0,1.0,0.0,0.0,0.0,0.0,Label 0: Normal_NoIntervention,0.0,0.0,,,,,0.0,Process - Normal,0.0,0.0,0.0,Case 3 (Predictions Aligned): Normal - No Conflicting Result,0
58,0,0.0,5540,0.7531266992930941,7356,,-0.0004194354268537,1,2025-05-09 14:32:00,-,"53373, 53218","253, 100, 204, 189, 1679",Unusual OPC UA write pattern detected,-0.0004194354268537,2025-05-09 15:32:00+01:00,0,Network - Marginal,0,1,38.0,2025-05-09 15:32:00+01:00,0.0,1.0,0.0,0.0,0.0,0.0,Label 0: Normal_NoIntervention,0.0,0.0,,,,,0.0,Process - Normal,0.0,0.0,0.0,"Case 3 (Marginal Network Score): Normal - Network Marginal, Trusted Process",0
59,0,0.0,5540,0.7533315202610824,7354,,0.0242383117601973,0,,,,,,,2025-05-09 15:33:00+01:00,0,Network - Normal,0,0,39.0,2025-05-09 15:33:00+01:00,0.0,0.9998,0.0,0.0001,0.0,0.0001,Label 0: Normal_NoIntervention,0.0,0.0,,,,,0.0001,Process - Normal,0.0,0.0,0.0,Case 3 (Predictions Aligned): Normal - No Conflicting Result,0
60,0,0.0,5550,0.7531551092414167,7369,,0.0016432787084306,0,,,,,,,2025-05-09 15:34:00+01:00,0,Network - Marginal,0,0,40.0,2025-05-09 15:34:00+01:00,0.0,0.9987999999999999,0.0001,0.0008,0.0001,0.0002,Label 0: Normal_NoIntervention,0.0,0.0,,,,,0.0008,Process - Normal,0.0,0.0,0.0,Case 3 (Predictions Aligned): Normal - No Conflicting Result,0
61,0,0.0,5550,0.7533595764897516,7367,,0.0268151670617542,0,,,,,,,2025-05-09 15:35:00+01:00,0,Network - Normal,0,0,41.0,2025-05-09 15:35:00+01:00,0.0,1.0,0.0,0.0,0.0,0.0,Label 0: Normal_NoIntervention,0.0,0.0,,,,,0.0,Process - Normal,0.0,0.0,0.0,Case 3 (Predictions Aligned): Normal - No Conflicting Result,0
62,0,0.0,5530,0.7530981887511916,7343,,-0.0037646128283664,1,2025-05-09 14:36:00,-,"53373, 53218","253, 100, 204, 189, 1608",Unusual OPC UA write pattern detected,-0.0037646128283664,2025-05-09 15:36:00+01:00,0,Network - Marginal,0,1,42.0,2025-05-09 15:36:00+01:00,0.0,1.0,0.0,0.0,0.0,0.0,Label 0: Normal_NoIntervention,0.0,0.0,,,,,0.0,Process - Normal,0.0,0.0,0.0,"Case 3 (Marginal Network Score): Normal - Network Marginal, Trusted Process",0
63,0,0.0,5530,0.7533033646642147,7341,,0.0159208950399944,0,,,,,,,2025-05-09 15:37:00+01:00,0,Network - Normal,0,0,43.0,2025-05-09 15:37:00+01:00,0.0,0.9982,0.0001,0.0015,0.0,0.0002,Label 0: Normal_NoIntervention,0.0,0.0,,,,,0.0015,Process - Normal,0.0,0.0,0.0,Case 3 (Predictions Aligned): Normal - No Conflicting Result,0
64,0,0.0,5540,0.7533315202610824,7354,,0.0242383117601973,0,,,,,,,2025-05-09 15:38:00+01:00,0,Network - Normal,0,0,44.0,2025-05-09 15:38:00+01:00,0.0,1.0,0.0,0.0,0.0,0.0,Label 0: Normal_NoIntervention,0.0,0.0,,,,,0.0,Process - Normal,0.0,0.0,0.0,Case 3 (Predictions Aligned): Normal - No Conflicting Result,0
65,0,0.0,5550,0.7533595764897516,7367,,0.0268151670617542,0,,,,,,,2025-05-09 15:39:00+01:00,0,Network - Normal,0,0,45.0,2025-05-09 15:39:00+01:00,0.0,1.0,0.0,0.0,0.0,0.0,Label 0: Normal_NoIntervention,0.0,0.0,,,,,0.0,Process - Normal,0.0,0.0,0.0,Case 3 (Predictions Aligned): Normal - No Conflicting Result,0
66,0,0.0,5530,0.7533033646642147,7341,,0.0159208950399944,0,,,,,,,2025-05-09 15:40:00+01:00,0,Network - Normal,0,0,46.0,2025-05-09 15:40:00+01:00,0.0,0.9998999999999999,0.0,0.0,0.0,0.0001,Label 0: Normal_NoIntervention,0.0,0.0,,,,,0.0001,Process - Normal,0.0,0.0,0.0,Case 3 (Predictions Aligned): Normal - No Conflicting Result,0
67,0,0.0,5520,0.7532751091703057,7328,,0.0095459579576953,0,,,,,,,2025-05-09 15:41:00+01:00,0,Network - Marginal,0,0,47.0,2025-05-09 15:41:00+01:00,0.0,0.9990000000000001,0.0001,0.0006,0.0001,0.0003,Label 0: Normal_NoIntervention,0.0,0.0,,,,,0.0006,Process - Normal,0.0,0.0,0.0,Case 3 (Predictions Aligned): Normal - No Conflicting Result,0
68,0,0.0,5540,0.7533315202610824,7354,,0.0242383117601973,0,,,,,,,2025-05-09 15:42:00+01:00,0,Network - Normal,0,0,48.0,2025-05-09 15:42:00+01:00,0.0,0.9998999999999999,0.0,0.0001,0.0,0.0,Label 0: Normal_NoIntervention,0.0,0.0,,,,,0.0001,Process - Normal,0.0,0.0,0.0,Case 3 (Predictions Aligned): Normal - No Conflicting Result,0
69,0,0.0,5530,0.7530981887511916,7343,,-0.0037646128283664,1,2025-05-09 14:43:00,-,"53373, 53218","253, 100, 204, 189, 96",Unusual OPC UA write pattern detected,-0.0037646128283664,2025-05-09 15:43:00+01:00,0,Network - Marginal,0,1,49.0,2025-05-09 15:43:00+01:00,0.0,1.0,0.0,0.0,0.0,0.0,Label 0: Normal_NoIntervention,0.0,0.0,,,,,0.0,Process - Normal,0.0,0.0,0.0,"Case 3 (Marginal Network Score): Normal - Network Marginal, Trusted Process",0
70,0,0.0,5890,0.7545477837560851,7806,,0.0125305204119434,0,,,,,,,2025-05-09 15:44:00+01:00,0,Network - Normal,0,0,50.0,2025-05-09 15:44:00+01:00,0.0,0.9992,0.0,0.0007000000000000001,0.0,0.0001,Label 0: Normal_NoIntervention,0.0,0.0,,,,,0.0007000000000000001,Process - Normal,0.0,0.0,0.0,Case 3 (Predictions Aligned): Normal - No Conflicting Result,0
